CustomerId,CustomerName,Location,,QtyQ1,QtyQ2,QtyQ3,QtyQ4,VariableOrders,NotesQ1,NotesQ2,NotesQ3,NotesQ4,CustomBP,DmQty,DmQtyQ1,DmQtyQ2,DmQtyQ3,DmQtyQ4,UpsQty,UpsQtyQ1,UpsQtyQ2,UpsQtyQ3,UpsQtyQ4,PostalQty,PostalQtyQ1,PostalQtyQ2,PostalQtyQ3,PostalQtyQ4,LtlQty,LtlQtyQ1,LtlQtyQ2,LtlQtyQ3,LtlQtyQ4,IntlQty,IntlQtyQ1,IntlQtyQ2,IntlQtyQ3,IntlQtyQ4,YearlyBillingQuarter
2164,MOUNT CARMEL BIBLE FELLOWSHIP,"WALLINGFORD, KY",UPS + USPS,6825,6825,6825,6825,FALSE,Set 25 aside for customer,,,,TRUE,,,,,,6800,,,,,25,,,,,,,,,,,,,,,
2231,MOUNT HERMON MENNONITE CHURCH,"ELKTON, VA",USPS,30,30,30,30,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,30,,,,,,,,,,,,,,,
2179,MOUNT JOY CONSERVATIVE FELLOWSHIP,"RAGLESVILLE, IN",UPS,3000,0,0,0,TRUE,ONLY PRINT ON Q1,ONLY PRINT ON Q1,ONLY PRINT ON Q1,ONLY PRINT ON Q1,TRUE,,,,,,,3000,,,,,,,,,,,,,,,,,,,
2675,MOUNT JOY CONSERVATIVE FELLOWSHIP (LOW BULK),"RAGLESVILLE, IN",USPS,50,50,50,50,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,50,,,,,,,,,,,,,,,
2655,MOUNT MORIAH MENNONITE FELLOWSHIP,"SKIDMORE, MO",UPS,2100,2100,2100,2100,FALSE,,,,,TRUE,,,,,,2100,,,,,,,,,,,,,,,,,,,,
2070,MOUNT NEBO MENNONITE CHURCH,"NEWBERRY, IN",UPS,0,3000,0,0,TRUE,ONLY PRINT ON Q2,ONLY PRINT ON Q2,ONLY PRINT ON Q2,ONLY PRINT ON Q2,TRUE,,,,,,,,3000,,,,,,,,,,,,,,,,,,
2177,MOUNT OLIVE MENNONITE CHURCH,"MONTGOMERY, IN",UPS,0,0,3000,0,TRUE,ONLY PRINT ON Q3,ONLY PRINT ON Q4,ONLY PRINT ON Q5,ONLY PRINT ON Q6,TRUE,,,,,,,0,0,3000,0,,,,,,,,,,,,,,,,
2317,MOUNT ZION MENNONITE CHURCH,"DEER LODGE, TN",DM + USPS,8622,8622,8622,8622,FALSE,Set 60 aside for customer,Set 60 aside for customer,Set 60 aside for customer,Set 60 aside for customer,TRUE,8562,,,,,,,,,,60,,,,,,,,,,,,,,,
2278,MUDDY CREEK MENNONITE,"EPHRATA, PA",UPS,2482,2482,2482,2482,FALSE,,,,,TRUE,,,,,,2482,,,,,,,,,,,,,,,,,,,,
2651,NEW HOPE MENNONITE CHURCH* Q2,"WASHINGTON, IA",USPS,30,30,30,30,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,30,,,,,,,,,,,,,,,
2716,NEWBURG MENNONITE CHURCH,"NEWBURG, PA",DM + USPS,1330,1330,1330,1330,FALSE,Set 32 aside for customer,Set 32 aside for customer,Set 32 aside for customer,Set 32 aside for customer,TRUE,1298,,,,,,,,,,32,,,,,,,,,,,,,,,
2536,NORTH COAST MENNONITE CHURCH* Q2,"FORTUNA, CA",USPS,100,100,100,100,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,100,,,,,,,,,,,,,,,
2058,NORTH FORK MENNONITE CHURCH,"PETERSBURG, WV",DM + USPS,2072,2072,2072,2072,FALSE,Set 18 extras aside for customer,Set 18 extras aside for customer,Set 18 extras aside for customer,Set 18 extras aside for customer,TRUE,2054,,,,,,,,,,18,,,,,,,,,,,,,,,
2450,NORTHERN LIGHT CHRISTIAN FELLOWSHIP* Q2,"HENDERSON, NY",USPS,35,35,35,35,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,FALSE,,,,,,,,,,,35,,,,,,,,,,,,,,,
2645,NORTHERN LIGHT MENNONITE CHURCH,"WASILLA, AK",USPS,1000,1000,1000,1000,FALSE,DUPLO OPERATOR: Box into five USPS Medium Flat Rate Boxes,DUPLO OPERATOR: Box into five USPS Medium Flat Rate Boxes,DUPLO OPERATOR: Box into five USPS Medium Flat Rate Boxes,DUPLO OPERATOR: Box into five USPS Medium Flat Rate Boxes,TRUE,,,,,,,,,,,1000,,,,,,,,,,,,,,,
2017,"NORTHERN LIGHT MENNONITE CHURCH, AB","TWO HILLS, AB",INTL,1000,1000,1000,1000,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,1000,,,,,
2553,NORTHERN UTAH MENNONITE CHURCH,"GARLAND, UT",,2500,2500,2500,2500,TRUE,Variable QTY: Target of 2500 per quarter,Variable QTY: Target of 2500 per quarter,Variable QTY: Target of 2500 per quarter,Variable QTY: Target of 2500 per quarter,TRUE,,2500,2500,2500,2500,,,,,,,,,,,,,,,,,,,,,
2429,OAK GROVE MENNONITE CHURCH* Q2,"ARODA, VA",USPS,70,70,70,70,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,70,,,,,,,,,,,,,,,
2748,OWENTON AMISH MENNONITE CHURCH,"OWENTON, KY",UPS + USPS,3080,3080,3080,3080,FALSE,Set 80 aside for customer; CALL MICHELLE WHEN SHIPPING; (502) 221-0669; mlira@madisoncourier.com,,,,TRUE,,,,,,3000,,,,,80,,,,,,,,,,,,,,,
2148,OZARK MENNONITE CHURCH,"SEYMOUR, MO",DM,2925,2925,2925,2925,FALSE,,,,,TRUE,2925,,,,,,,,,,,,,,,,,,,,,,,,,
2062,PEAKE MENNONITE CHURCH* Q2,"PEAKE, VA",USPS,50,50,50,50,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,FALSE,,,,,,,,,,,50,,,,,,,,,,,,,,,
2063,PELKIE MENNONITE CHURCH,"CHASSELL, MI",UPS,550,550,550,550,FALSE,,,,,TRUE,,,,,,550,,,,,,,,,,,,,,,,,,,,
2065,PIKE MENNONITE CHURCH* Q2,"HARRISONBURG, VA",USPS,25,25,25,25,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,25,,,,,,,,,,,,,,,
2433,PILGRIM CHRISTIAN FELLOWSHIP,"STUARTS DRAFT, VA",DM,649,649,649,649,TRUE,VARIABLE QTY: Check route schedule,VARIABLE QTY: Check route schedule,VARIABLE QTY: Check route schedule,VARIABLE QTY: Check route schedule,TRUE,,649,649,649,649,,,,,,,,,,,,,,,,,,,,,
2165,PILGRIM FELLOWSHIP CHURCH,"COCHRANTON, PA",DM + USPS,1162,1162,1162,1162,FALSE,Set 50 aside for customer,Set 50 aside for customer,Set 50 aside for customer,Set 50 aside for customer,TRUE,1112,,,,,,,,,,50,,,,,,,,,,,,,,,
2475,PILGRIM MENNONITE CHURCH,"AMELIA, VA",LTL + USPS,10050,10050,10050,10050,FALSE,Set 50 aside for customer,Set 50 aside for customer,Set 50 aside for customer,Set 50 aside for customer,TRUE,,,,,,,,,,,50,,,,,10000,,,,,,,,,,
2202,PILGRIM MENNONITE CONFERENCE,"RICHLAND, PA",USPS,200,200,200,200,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,TRUE,,,,,,,,,,,200,,,,,,,,,,,,,,,
2592,PINE CREEK MENNONITE CHURCH,"AUSTIN, MB",INTL,830,830,830,830,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,830,,,,,
2282,PINE GROVE MENNONITE CHURCH,"CHEWELAH, WA",UPS,1000,1000,1000,1000,FALSE,,,,,TRUE,,,,,,1000,,,,,,,,,,,,,,,,,,,,
2610,PIONEER VALLEY MENNONITE FELLOWSHIP* Q2,"RUSSELL, MA",USPS,12,12,12,12,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,FALSE,,,,,,,,,,,12,,,,,,,,,,,,,,,
2778,PLAD MENNONITE CHURCH* Q2,"PLAD, MO",USPS,30,30,30,30,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,FALSE,,,,,,,,,,,30,,,,,,,,,,,,,,,
2068,PLEASANT RIDGE AMISH-MENNONITE CHURCH,"ALPHA, KY",DM,4125,4125,4125,4125,FALSE,,,,,TRUE,4125,,,,,,,,,,,,,,,,,,,,,,,,,
2742,PLEASANT RIDGE DUNKARD BRETHREN CHURCH,"WEST UNITY, OH",UPS,1250,1250,1250,1250,FALSE,,,,,TRUE,,,,,,1250,,,,,,,,,,,,,,,,,,,,
2069,PLEASANT VALLEY A. M. CHURCH,"MUSCODA, WI",UPS,1250,500,0,0,TRUE,ONLY PRINT ON Q1 And Q2,ONLY PRINT ON Q1 And Q2,ONLY PRINT ON Q1 And Q2,ONLY PRINT ON Q1 And Q2,TRUE,,,,,,,1250,500,,,,,,,,,,,,,,,,,,
2453,PLEASANT VALLEY MENNONITE CHURCH,"EPHRATA, PA",UPS,2700,2700,2700,2700,FALSE,,,,,TRUE,,,,,,2700,,,,,,,,,,,,,,,,,,,,
2554,PLEASANT VIEW MENNONITE CHURCH,"BROADHEAD, WI",UPS,500,500,500,500,FALSE,,,,,TRUE,,,,,,500,,,,,,,,,,,,,,,,,,,,
2477,PLEASANT VIEW MENNONITE CHURCH - PEACHEY,"BELLEVILLE, PA",UPS,2700,2700,2700,2700,FALSE,,,,,TRUE,,,,,,2700,,,,,,,,,,,,,,,,,,,,
2071,PLEASANTVIEW MENNONITE CHURCH* Q2,"KALEVA, MI",USPS,100,100,100,100,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,100,,,,,,,,,,,,,,,
2072,PRAIRIE MENNONITE CHURCH,"BLOOMING PRAIRIE, MN",UPS,1215,1215,1215,1215,FALSE,,,,,TRUE,,,,,,1215,,,,,,,,,,,,,,,,,,,,
2073,PROVIDENCE MENNONITE CHURCH,"AUBURN, KY",UPS,2500,2500,2500,2500,FALSE,,,,,TRUE,,,,,,2500,,,,,,,,,,,,,,,,,,,,
2399,PROVIDENCE MENNONITE CHURCH - NE,"AUBURN, NE",DM,3778,3778,3778,3778,FALSE,,,,,TRUE,3778,,,,,,,,,,,,,,,,,,,,,,,,,
2232,RAWLEY SPRINGS MENNONITE CHURCH,"RAWLEY SPRINGS, VA",UPS,310,310,310,310,FALSE,,,,,TRUE,,,,,,310,,,,,,,,,,,,,,,,,,,,
2661,RAWLINS MENNONITE CHURCH,"RAWLINS, WY",DM,1272,1163,1139,725,TRUE,VARIABLE QTY: Q1: 1272; Q2: 1163; Q3: 1139; Q4: 725,VARIABLE QTY: Q1: 1272; Q2: 1163; Q3: 1139; Q4: 726,VARIABLE QTY: Q1: 1272; Q2: 1163; Q3: 1139; Q4: 727,VARIABLE QTY: Q1: 1272; Q2: 1163; Q3: 1139; Q4: 728,TRUE,,1272,1163,1139,725,,,,,,,,,,,,,,,,,,,,,
2146,REACHING OUT OF PERRY COUNTY,"LOYSVILLE, PA",LTL,16500,16500,16500,16500,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,16500,,,,,,,,,,
2663,REHRERSBURG MENNONITE CHURCH,"BETHEL, PA",UPS,770,770,770,770,FALSE,,,,,TRUE,,,,,,770,,,,,,,,,,,,,,,,,,,,
2754,RIVERTON MENNONITE CHURCH,"RIVERTON, WY",DM + USPS,2733,2733,2733,2733,FALSE,Set 150 aside for customer,Set 150 aside for customer,Set 150 aside for customer,Set 150 aside for customer,TRUE,2583,,,,,,,,,,150,,,,,,,,,,,,,,,
2452,ROSEWOOD FELLOWSHIP,"SHIPSHEWANA, IN",UPS,2656,2656,2656,2656,FALSE,,,,,TRUE,,,,,,2656,,,,,,,,,,,,,,,,,,,,
2333,ROY SCHLABACH* Q1,"MILLERSBURG, PA",USPS,11,11,11,11,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,FALSE,,,,,,,,,,,11,,,,,,,,,,,,,,,
2704,SALEM CHRISTIAN BROTHERHOOD,"SALEM, MO",UPS,1000,1000,1000,1000,FALSE,,,,,TRUE,,,,,,1000,,,,,,,,,,,,,,,,,,,,
2737,SALEM COUNTY MENNONITE CHURCH* Q1,"WOODSTOWN, NJ",USPS,25,25,25,25,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,25,,,,,,,,,,,,,,,
2080,SALEM MENNONITE CHURCH,"NEW PARIS, IN",UPS + USPS,4000,4000,4000,4000,FALSE,Set 32 aside for customer,,,,TRUE,,,,,,3968,,,,,32,,,,,,,,,,,,,,,
2078,SALEM MENNONITE FELLOWSHIP,"KEOTA, IA",UPS + USPS,1350,1350,1350,1350,FALSE,Set 12 aside for customer,,,,TRUE,,,,,,1338,,,,,12,,,,,,,,,,,,,,,
2463,SARASOTA MENNONITE CHURCH* Q2,"SARASOTA, FL",USPS,23,23,23,23,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,23,,,,,,,,,,,,,,,
2509,SEVERN MENNONITE CHURCH,"SEVERN, NC",UPS,450,450,450,450,FALSE,,,,,TRUE,,,,,,450,,,,,,,,,,,,,,,,,,,,
2082,SHADE MOUNTAIN MENNONITE CHURCH,"MT. PLEASANT MILLS, PA",DM + USPS,2732,2732,2732,2732,FALSE,Set 70 aside for customer,Set 70 aside for customer,Set 70 aside for customer,Set 70 aside for customer,TRUE,2662,,,,,,,,,,70,,,,,,,,,,,,,,,
2084,SHARON BETHEL MENNONITE CHURCH,"KALONA, IA",USPS,25,25,25,25,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,25,,,,,,,,,,,,,,,
2698,SHEKINAH MENNONITE CHURCH,"KIRKSVILLE, MO",UPS,2400,2400,2400,2400,FALSE,,,,,TRUE,,,,,,2400,,,,,,,,,,,,,,,,,,,,
2787,SHEKINAH MENNONITE CHURCH,"TITUSVILLE, PA",DM + USPS,1705,1705,1705,1705,FALSE,Set 20 aside for customer,Set 20 aside for customer,Set 20 aside for customer,Set 20 aside for customer,TRUE,1685,,,,,,,,,,20,,,,,,,,,,,,,,,
2520,SHILOH CONSERVATIVE MENNONITE CHURCH,"ST THOMAS, ON",INTL,60,60,60,60,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,TRUE,,,,,,,,,,,,,,,,,,,,,60,,,,,
2532,SHILOH MENNONITE CHURCH,"CONRATH, WI",UPS,960,960,960,960,FALSE,,,,,TRUE,,,,,,960,,,,,,,,,,,,,,,,,,,,
2087,SHIRKSVILLE MENNONITE CHURCH* Q2,"FREDRICKSBURG, PA",USPS,10,10,10,10,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,10,,,,,,,,,,,,,,,
2498,SILVER LAKE MENNONITE CHURCH,"PERRY, NY",USPS,15,15,15,15,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,15,,,,,,,,,,,,,,,
2597,SLANESVILLE COMMUNITY MENNONITE CHURCH,"SLANESVILLE, WV",UPS,1000,1000,1000,1000,FALSE,,,,,TRUE,,,,,,1000,,,,,,,,,,,,,,,,,,,,
2088,SONLIGHT CHAPEL,"APPLE CREEK, OH",DM + UPS + USPS,2539,2539,2539,2539,FALSE,"Direct Mail to R1&2 in Apple Creek (44606); ship 1255 to Bayard Printing Group and label boxes with ""Insert for Holmes County Bargin Hunter""; Set 100 aside for customer","Direct Mail to R1&2 in Apple Creek (44606); ship 1255 to Bayard Printing Group and label boxes with ""Insert for Holmes County Bargin Hunter""; Set 100 aside for customer","Direct Mail to R1&2 in Apple Creek (44606); ship 1255 to Bayard Printing Group and label boxes with ""Insert for Holmes County Bargin Hunter""; Set 100 aside for customer","Direct Mail to R1&2 in Apple Creek (44606); ship 1255 to Bayard Printing Group and label boxes with ""Insert for Holmes County Bargin Hunter""; Set 100 aside for customer",TRUE,1184,,,,,1255,,,,,100,,,,,,,,,,,,,,,
2327,SOUTHERN TIER MENNONITE CHURCH,"DELEVAN, NY",DM + USPS,1704,1704,1704,1704,TRUE,VARIABLE QTY: See Mailing Notes; Set 20 aside for customer,,,,TRUE,,1684,1684,1684,1684,,,,,,,20,20,20,20,,,,,,,,,,,
2717,SOUTHSIDE MENNONITE CHURCH,"KENBRIDGE, VA",DM + USPS,7991,7991,7991,7991,FALSE,Set 70 aside for customer,Set 70 aside for customer,Set 70 aside for customer,Set 70 aside for customer,TRUE,7921,,,,,,,,,,70,,,,,,,,,,,,,,,
2091,SPARTA MENNONITE FELLOWSHIP,"SPARTA, WI",DM + INTL + USPS,350,350,350,350,FALSE,20 extras to client,21 extras to client,22 extras to client,23 extras to client,TRUE,209,,,,,,,,,,20,,,,,,,,,,76,,,,,
2136,SPRING RIVER MENNONITE CHURCH,"LARUSSELL, MO",DM + USPS,6317,6317,6317,6317,FALSE,Set 40 aside for customer,Set 40 aside for customer,Set 40 aside for customer,Set 40 aside for customer,TRUE,6277,,,,,,,,,,40,,,,,,,,,,,,,,,
2096,STAR ENTERPRISES* Q3,"AMELIA, VA",USPS,12,12,12,12,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,12,,,,,,,,,,,,,,,
2777,STILL WATERS MENNONITE CHURCH,"RIPLEY, NY",DM,1106,1106,1106,1106,FALSE,,,,,TRUE,1106,,,,,,,,,,,,,,,,,,,,,,,,,
2314,STRASBURG MENNONITE CHURCH,"CHAMBERSBURG, PA",USPS,40,40,40,40,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,40,,,,,,,,,,,,,,,
2339,STRAWBERRY MENNONITE CHURCH,"STRAWBERRY, AR",UPS,730,730,730,730,FALSE,,,,,TRUE,,,,,,730,,,,,,,,,,,,,,,,,,,,
2100,SUMMERSVILLE MENNONITE CHURCH,"SUMMERSVILLE, MO",UPS,4950,4950,4950,4950,FALSE,,,,,TRUE,,,,,,4950,,,,,,,,,,,,,,,,,,,,
2612,SUMMERSVILLE MENNONITE CHURCH,"GREENSBURG, KY",UPS,2000,2000,2000,2000,FALSE,,,,,TRUE,,,,,,2000,,,,,,,,,,,,,,,,,,,,
2112,SWANTON MENNONITE FELLOWSHIP,"SWANTON, MD",UPS,1230,1230,1230,1230,FALSE,,,,,TRUE,,,,,,1230,,,,,,,,,,,,,,,,,,,,
2116,SWATARA MENNONITE CHURCH* Q2,"MYERSTOWN, PA",USPS,68,68,68,68,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,68,,,,,,,,,,,,,,,
2047,TORRINGTON MENNONITE CHURCH,"TORRINGTON, WY",UPS,2200,2200,2200,2200,FALSE,,,,,TRUE,,,,,,2200,,,,,,,,,,,,,,,,,,,,
2285,TOWANDA CREEK MENNONITE CHURCH,"MONROETON, PA",DM + USPS,2290,2290,2290,2290,FALSE,Set 100 aside for customer,Set 100 aside for customer,Set 100 aside for customer,Set 100 aside for customer,TRUE,2190,,,,,,,,,,100,,,,,,,,,,,,,,,
2679,UNIONVILLE CHRISTIAN BROTHERHOOD,"CINCINNATI, IA",DM,1544,1544,1544,1544,FALSE,,,,,TRUE,1544,,,,,,,,,,,,,,,,,,,,,,,,,
2781,WEST GREEN HILL MENNONITE CHURCH,"SMITHVILLE, TN",USPS,100,100,100,100,FALSE,Low Bulk,,,,TRUE,,,,,,,,,,,100,,,,,,,,,,,,,,,
2325,WHITE COUNTY MENNONITE CHURCH,"SPARTA, TN",UPS,500,500,500,500,FALSE,,,,,TRUE,,,,,,500,,,,,,,,,,,,,,,,,,,,
2766,WHITECHURCH AMISH-MENNONITE CHURCH* Q4,"LUCKNOW, ON",INTL,20,20,20,20,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,TRUE,,,,,,,,,,,,,,,,,,,,,20,,,,,
2124,WHITEVILLE MENNONITE CHURCH,"WHITEVILLE, TN",UPS,600,600,600,600,FALSE,,,,,TRUE,,,,,,600,,,,,,,,,,,,,,,,,,,,
2752,WILLOW GROVE MENNONITE CHURCH,"MONROE, TN",DM,2571,2571,2571,2571,FALSE,,,,,TRUE,2571,,,,,,,,,,,,,,,,,,,,,,,,,
2138,WOODLAWN AMISH MENNONITE CHURCH (NO CHURCH NAME),"GOSHEN, IN",USPS,160,160,160,160,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,TRUE,,,,,,,,,,,160,,,,,,,,,,,,,,,
2219,WOODLAWN MENNONITE FELLOWSHIP* Q2,"DORKING, ON",INTL,72,72,72,72,FALSE,Low Bulk,Low Bulk,Low Bulk,Low Bulk,TRUE,,,,,,,,,,,,,,,,,,,,,72,,,,,
2460,YARROWSBURG MENNONITE CHURCH,"BROWNSVILLLE, MD",UPS,550,550,550,550,FALSE,,,,,TRUE,,,,,,550,,,,,,,,,,,,,,,,,,,,
